Especie ID;Etiqueta;Nombre científico ;Nombre común;Clase;RCE;Titular;Fuente;Link;Usa N. Científico;Usa N. Común;Es protagonsita;Tiene foto;Endémica
192;192 - Pristidactylus volcanensis;Pristidactylus volcanensis;Gruñidor de El Volcán;Reptilia;EN;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sí
193;193 - Pterodroma externa;Pterodroma externa;Fardela blanca de Juan Fernández, petrel de Juan Fernández;Aves;EN;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sí
194;194 - Pterodroma longirostris;Pterodroma longirostris;Fardela de Más Afuera;Aves;EN;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sí
195;195 - Ptychodon oculta;Ptychodon oculta;Caracol terrestre Ptychodon;Gastropoda;EN;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sí
196;196 - Ptychodon skottsberg;Ptychodon skottsberg;Caracol terrestre Ptychodon;Gastropoda;EN;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sí
197;197 - Scotobius planicosta;Scotobius planicosta;;Insecta;EN;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sí
198;198 - Succinea fragilis;Succinea fragilis;Caracol terrestre Succinea;Gastropoda;EN;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sí
199;199 - Succinea mamillata;Succinea mamillata;Caracol terrestre Succinea;Gastropoda;EN;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sí
200;200 - Succinea pinguis;Succinea pinguis;Caracol terrestre Succinea;Gastropoda;EN;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sí
201;201 - Telmatobius pefauri;Telmatobius pefauri;Sapo de Pefaur;Amphibia;EN-RARA;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sí
202;202 - Telmatobius philippii;Telmatobius philippii;Sapo de Philippi;Amphibia;EN;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sí
203;203 - Telmatobius zapahuirensis;Telmatobius zapahuirensis;Sapo de Zapahuira;Amphibia;EN-RARA;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sí
204;204 - Telmatobufo ignotus;Telmatobufo ignotus;Rana montana de Los Queules;Amphibia;EN;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sí
205;205 - Telmatobufo venustus;Telmatobufo venustus;Sapo hermoso;Amphibia;EN;El sapo más lindo de todos está en Chile;Radio Carolina;https://www.carolina.cl/noticias/2026/02/02/el-sapo-mas-lindo-de-todos-esta-en-chile.html;1;1;1;1;Sí
206;206 - Tornatellina minuta;Tornatellina minuta;Caracol terrestre Tornatellina;Gastropoda;EN;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sí
207;207 - Trichomycterus chiltoni;Trichomycterus chiltoni;Bagrecito;Actinopterygii;EN-RARA;"Registran la presencia de bagrecitos en el río Mapocho en Santiago: ""El río está sano, cumpliendo sus ciclos""";Megatiempo;https://www.megatiempo.cl/noticias/10830-rio-mapocho-en-santiago-bagrecitos-1ab.html;1;1;1;1;Sí
207;207 - Trichomycterus chiltoni;Trichomycterus chiltoni;Bagrecito;Actinopterygii;EN-RARA;El Mapocho tiene vida: captan colonia de bagrecitos;Radio Carolina;https://www.carolina.cl/noticias/2026/03/10/el-mapocho-tiene-vida-captan-colonia-de-bagrecitos.html;1;1;1;1;Sí
207;207 - Trichomycterus chiltoni;Trichomycterus chiltoni;Bagrecito;Actinopterygii;EN-RARA;'Es un reflejo de que el río está limpio y sano': Captan colonia de 'bagrecitos' nadando en lecho del Río Mapocho;Meganoticias;https://www.meganoticias.cl/nacional/516619-captan-colonia-de-peces-bagrecitos-nadando-en-lecho-del-rio-mapocho-10-3-2026.html;1;1;1;1;Sí
207;207 - Trichomycterus chiltoni;Trichomycterus chiltoni;Bagrecito;Actinopterygii;EN-RARA;¡Buenas noticias! El río Mapocho tiene vida y el pez bagrecito lo confirma;Austerra Society;https://austerra.org/articulos/buenas-noticias-el-rio-mapocho-tiene-vida-y-el-pez-bagrecito-lo-confirma;1;1;1;1;Sí
207;207 - Trichomycterus chiltoni;Trichomycterus chiltoni;Bagrecito;Actinopterygii;EN-RARA;Con retorno de especies nativas y del pez bagrecito: autoridades celebran recuperación del río Mapocho tras 15 años de saneamiento;La Tercera;https://www.latercera.com/nacional/noticia/con-retorno-de-especies-nativas-y-del-pez-bagrecito-autoridades-conmemoran-15-anos-del-saneamiento-total-del-rio-mapocho/;1;1;0;1;Sí
208;208 - Trichomycterus chungaraensis;Trichomycterus chungaraensis;Bagrecito;Actinopterygii;EN-RARA;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sí
209;209 - Trichomycterus laucaensis;Trichomycterus laucaensis;Bagrecito;Actinopterygii;EN;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sí
210;210 - Trichomycterus rivulatus;Trichomycterus rivulatus;Bagrecito;Actinopterygii;EN-RARA;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sí
211;211 - Uretacris lilai;Uretacris lilai;Langosta de Ureta, langosta de Lila, langosta de La Chimba;Insecta;EN;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sí
212;212 - Valdiviomyia gigantea;Valdiviomyia gigantea;Mosca florícola valdiviana gigante;Insecta;EN;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sin datos;Sí
213;213 - Virilastacus rucapihuelensis;Virilastacus rucapihuelensis;Camarón;Malacostraca;EN;Impulsan conservación del camarón del sur en el río Maullín;Diario de Osorno;https://www.diariodeosorno.cl/noticia/diario-sostenible/2026/01/impulsan-conservacion-del-camaron-del-sur-en-el-rio-maullin;1;1;1;1;Sí
214;214 - Hippocamelus bisulcus;Hippocamelus bisulcus;huemul, taruca, wümul, güemul, shoan, shoen, trula, hueque, ciervo sur andino;Mammalia;EN;1000 genomas: el proyecto que busca construir el inventario más completo de la biodiversidad de Chile;Pontificia Universidad Católica de Chile;https://biologia.uc.cl/1000-genomas-el-proyecto-que-busca-construir-el-inventario-mas-completo-de-la-biodiversidad-de-chile/;1;1;0;0;No
214;214 - Hippocamelus bisulcus;Hippocamelus bisulcus;huemul, taruca, wümul, güemul, shoan, shoen, trula, hueque, ciervo sur andino;Mammalia;EN;Chile levanta el mayor registro genético de su biodiversidad;EL PAÍS;https://elpais.com/chile/2025-10-20/chile-levanta-el-mayor-registro-genetico-de-su-biodiversidad.html;0;1;0;0;No
214;214 - Hippocamelus bisulcus;Hippocamelus bisulcus;huemul, taruca, wümul, güemul, shoan, shoen, trula, hueque, ciervo sur andino;Mammalia;EN;El pingüino de Humboldt es declarado Monumento Natural de Chile;ELPINGUINO.COM;https://www.elpinguino.com/noticia/2026/02/16/el-pinguino-de-humboldt-es-declarado-monumento-natural-de-chile;1;1;0;0;No
214;214 - Hippocamelus bisulcus;Hippocamelus bisulcus;huemul, taruca, wümul, güemul, shoan, shoen, trula, hueque, ciervo sur andino;Mammalia;EN;Dispersión forzada y ausencia de planificación metapoblacional en la conservación del huemul;Universidad Austral de Chile;https://diario.uach.cl/dispersion-forzada-y-ausencia-de-planificacion-metapoblacional-en-la-conservacion-del-huemul/;1;1;1;1;No
214;214 - Hippocamelus bisulcus;Hippocamelus bisulcus;huemul, taruca, wümul, güemul, shoan, shoen, trula, hueque, ciervo sur andino;Mammalia;EN;Senda del Huemul 2026 refuerza compromiso por la conservación en Parque Cerro Castillo;Diario Sostenible;https://www.diariosostenible.cl/noticia/actualidad/2026/03/senda-del-huemul-2026-refuerza-compromiso-por-la-conservacion-en-parque-cerro-castillo;1;1;1;1;No
214;214 - Hippocamelus bisulcus;Hippocamelus bisulcus;huemul, taruca, wümul, güemul, shoan, shoen, trula, hueque, ciervo sur andino;Mammalia;EN;Inaugura primer centro de rescate del huemul del sur para proteger al ciervo más austral del mundo;El Mostrador;https://www.elmostrador.cl/agenda-pais/agenda-sustentable/2025/10/27/inaugura-primer-centro-de-rescate-del-huemul-del-sur-para-proteger-al-ciervo-mas-austral-del-mundo/;1;1;1;1;No
214;214 - Hippocamelus bisulcus;Hippocamelus bisulcus;huemul, taruca, wümul, güemul, shoan, shoen, trula, hueque, ciervo sur andino;Mammalia;EN;Senda del Huemul 2026 refuerza compromiso por la conservación en Parque Cerro Castillo;Diario Regional Aysén;https://www.diarioregionalaysen.cl/noticia/diario-sostenible/2026/03/senda-del-huemul-2026-refuerza-compromiso-por-la-conservacion-en-parque-cerro-castillo;1;1;1;1;No
214;214 - Hippocamelus bisulcus;Hippocamelus bisulcus;huemul, taruca, wümul, güemul, shoan, shoen, trula, hueque, ciervo sur andino;Mammalia;EN;Desarrollo productivo y protección del huemul marcan cierre de programas FIC en la Reserva de la Biósfera;La Discusión;https://ladiscusion.cl/desarrollo-productivo-y-proteccion-del-huemul-marcan-cierre-de-programas-fic-en-la-reserva-de-la-biosfera/;1;1;1;1;No
215;215 - Rhinoderma darwinii;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Revelan cómo el hongo quítrido se propaga y empuja a la ranita de Darwin a la extinción en Chile;El Mostrador;https://www.elmostrador.cl/agenda-pais/agenda-sustentable/2026/01/09/revelan-como-el-hongo-quitrido-se-propaga-y-empuja-a-la-ranita-de-darwin-a-la-extincion-en-chile/;1;1;1;1;No
215;215 - Rhinoderma darwinii;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Contra ranita de Darwin, pingüino de Humboldt y áreas protegidas: Kast defiende retiro de 43 decretos medioambientales;Interferencia |;https://interferencia.cl/articulos/contra-ranita-de-darwin-pinguino-de-humboldt-y-areas-protegidas-kast-defiende-retiro-de-43;0;1;1;1;No
215;215 - Rhinoderma darwinii;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Revelan cómo el hongo quítrido se propaga y empuja a la ranita de Darwin a la extinción en Chile;El Mostrador;https://www.elmostrador.cl/agenda-pais/agenda-sustentable/2026/01/09/revelan-como-el-hongo-quitrido-se-propaga-y-empuja-a-la-ranita-de-darwin-a-la-extincion-en-chile/;0;1;1;1;No
215;215 - Rhinoderma darwinii;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;"Oceana: Los pingüinos de Humboldt ""están en peligro"", no tienen el mismo tiempo que los gobiernos";Universidad de Chile;https://radio.uchile.cl/2026/03/19/oceana-los-pinguinos-de-humboldt-estan-en-peligro-no-tienen-el-mismo-tiempo-que-los-gobiernos/;1;1;1;0;No
215;215 - Rhinoderma darwinii;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Retiran decreto que protegía al pingüino de Humboldt;El Ovallino;https://www.elovallino.cl/retiran-decreto-que-protegia-al-pinguino-de-humboldt/;0;1;1;0;No
215;215 - Rhinoderma darwinii;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;¿Sin protección?: Ranita de Darwin y Pingüino de Humboldt, las dos especies icónicas de Chile en medio del debate ambiental;Publimetro;https://www.publimetro.cl/noticias/2026/03/17/sin-proteccion-ranita-de-darwin-y-pinguino-de-humboldt-las-dos-especies-iconicas-de-chile-en-medio-del-debate-ambiental/;1;1;1;0;No
215;215 - Rhinoderma darwinii;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Protección del pingüino de Humboldt y descontaminación del lago Villarrica: las razones del Ejecutivo para retirar 43 decretos ambientales;El Dínamo;https://www.eldinamo.cl/sociedad/medio-ambiente/2026/03/17/proteccion-del-pinguino-de-humboldt-y-descontaminacion-del-lago-villarrica-las-razones-del-ejecutivo-para-retirar-43-decretos-ambientales/;1;1;1;0;No
215;215 - Rhinoderma darwinii;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Gobierno retira más de 40 decretos ambientales que creaban parques nacionales y otorgaban protección a la ranita de Darwin y el pingüino de Humboldt;The Clinic;https://www.theclinic.cl/2026/03/17/gobierno-retira-mas-de-40-decretos-ambientales-que-creaban-parques-nacionales-y-otorgaban-proteccion-a-la-ranita-de-darwin-y-el-pinguino-de-humboldt/;1;1;1;0;No
215;215 - Rhinoderma darwinii;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Pingüino de Humboldt y ranita de Darwin: Revisa el estado actual de los 43 decretos ambientales retirados por Kast;El Desconcierto;https://eldesconcierto.cl/2026/03/20/pinguino-de-humboldt-y-ranita-de-darwin-revisa-el-estado-actual-de-los-43-decretos-ambientales-retirados-por-kast;1;1;1;0;No
215;215 - Rhinoderma darwinii;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Debate ambiental en Chile: Ranita de Darwin y Pingüino de Humboldt en riesgo;Radio Canal 95;https://www.canal95.cl/nacional/debate-ambiental-chile-ranita-darwin-pinguino-humboldt-riesgo;1;1;1;0;No
215;215 - Rhinoderma darwinii;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Gobierno retira más de 40 decretos ambientales: Entre ellos la protección a Ranita de Darwin y Pingüino de Humboldt;Meganoticias;https://www.meganoticias.cl/nacional/517253-gobierno-retira-mas-de-40-decretos-ambientales-proteccion-ranita-de-darwin-pinguino-de-humboldt-17-3-2026.html;1;1;1;0;No
215;215 - Rhinoderma darwinii;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;“Desde hoy en adelante no usaré desodorante, sólo Tanax”: insecticida se vuelve viral por crítica a retiro de decreto que protegía a Pingüino de Humboldt y Ranita de Darwin;Publimetro;https://www.publimetro.cl/social/2026/03/18/desde-hoy-en-adelante-no-usare-desodorante-solo-tanax-insecticida-se-vuelve-viral-por-critica-a-retiro-de-decreto-que-protegia-a-pinguino-de-humboldt-y-ranita-de-darwin/;1;1;1;0;No
215;215 - Rhinoderma darwinii;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;La ranita descubierta por Charles Darwin en Chile busca salvarse de la extinción;EL PAÍS;https://elpais.com/chile/2026-02-23/la-ranita-descubierta-por-charles-darwin-en-chile-busca-salvarse-de-la-extincion.html;1;1;1;1;No
215;215 - Rhinoderma darwinii;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Hongo letal amenaza la supervivencia de la ranita de Darwin;Noticias UNAB;https://noticias.unab.cl/investigacion-con-sello-unab-revela-como-un-hongo-letal-amenaza-la-supervivencia-de-la-ranita-de-darwin/;0;1;1;1;No
215;215 - Rhinoderma darwinii;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Ranita de Darwin: La increíble historia de su viaje a Londres para salvarlas de la extinción;Cooperativa Ciencia;https://www.cooperativaciencia.cl/radiociencia/2026/03/20/ranita-de-darwin-la-increible-historia-de-su-viaje-a-londres-para-salvarlas-de-una-epidemia-en-2024/;1;1;1;0;No
215;215 - Rhinoderma darwinii;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Dilucidan cómo una enfermedad está extinguiendo a la ranita de Darwin: ya mató a su especie hermana;BioBioChile;https://www.biobiochile.cl/noticias/ciencia-y-tecnologia/ciencia/2026/01/08/dilucidan-como-una-enfermedad-esta-extinguiendo-a-la-ranita-de-darwin-ya-mato-a-su-especie-hermana.shtml;0;1;1;1;No
215;215 - Rhinoderma darwinii;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Descubren nueva población de ranita de Darwin en zona amenazada por construcción de carretera eléctrica en Chiloé;El Desconcierto;https://eldesconcierto.cl/2026/02/21/descubren-nueva-poblacion-de-ranita-de-darwin-en-zona-amenazada-por-construccion-de-carretera-electrica-en-chiloe;0;1;1;1;No
215;215 - Rhinoderma darwinii;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Científico chileno lidera estudio clave sobre la extinción de la ranita de Darwin;24horas;https://www.24horas.cl/conciencia-24-7/ciencia/cientifico-chileno-estudio-extincion-ranita-darwin;0;1;1;1;No
215;215 - Rhinoderma darwinii;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Alianza internacional en Huilo Huilo busca proteger a la Ranita de Darwin de hongo letal;Cooperativa.cl;https://www.cooperativa.cl/noticias/sociedad/fauna/alianza-internacional-en-huilo-huilo-busca-proteger-a-la-ranita-de/2026-02-06/124716.html;0;1;1;1;No
215;215 - Rhinoderma darwinii;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Guardabosques chilenos y Zoólogico de Londres buscan salvar a la ranita de Darwin de la extinción;ADN Radio;https://www.adnradio.cl/2026/02/23/guardabosques-chilenos-y-zoologico-de-londres-buscan-salvar-a-la-ranita-de-darwin-de-la-extincion/;1;1;1;1;No
215;215 - Rhinoderma darwinii;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Científico chileno lidera estudio que revela cómo un hongo letal está extinguiendo a la ranita de Darwin;Cooperativa Ciencia;https://www.cooperativaciencia.cl/medio-ambiente/2026/01/02/cientifico-chileno-lidera-estudio-que-revela-como-un-hongo-letal-esta-extinguiendo-a-la-ranita-de-darwin/;1;1;1;1;No
215;215 - Rhinoderma darwinii;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Investigación chilena descubre cómo un hongo invasivo provoca epidemias letales en anfibios terrestres;BioBioChile;https://www.biobiochile.cl/noticias/ciencia-y-tecnologia/ciencia/2026/01/26/investigacion-chilena-descubre-como-un-hongo-invasivo-provoca-epidemias-letales-en-anfibios-terrestres.shtml;0;1;1;1;No
215;215 - Rhinoderma darwinii;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Alianza en la Reserva Biológica Huilo Huilo busca proteger a la ranita de Darwin de la extinción;Cooperativa Ciencia;https://www.cooperativaciencia.cl/medio-ambiente/2026/02/05/alianza-en-la-reserva-biologica-huilo-huilo-busca-proteger-a-la-ranita-de-darwin-de-la-extincion/;1;1;1;1;No
215;215 - Rhinoderma darwinii;Rhinoderma darwinii;ranita de Darwin;Amphibia;EN;Descubren nueva población de Ranita de Darwin en Villarrica;Cooperativa Ciencia;https://www.cooperativaciencia.cl/medio-ambiente/2025/09/25/descubren-nueva-poblacion-de-ranita-de-darwin-en-villarrica/;1;1;1;1;No
216;216 - Spheniscus humboldti;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Chile: Gobierno frena protección del pingüino de Humboldt;dw.com;https://www.dw.com/es/chile-nuevo-gobierno-frena-protecci%C3%B3n-del-ping%C3%BCino-de-humboldt/a-76420241;0;1;1;1;No
216;216 - Spheniscus humboldti;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Ministra Rojas expone dramático estado del pingüino de Humboldt, lagarto gruñidor y otras 70 especies;El Desconcierto;https://eldesconcierto.cl/2025/10/18/ministra-rojas-expone-dramatico-estado-del-pinguino-de-humboldt-lagarto-grunidor-y-otras-70-especies;0;1;1;1;No
216;216 - Spheniscus humboldti;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Pingüino de Humboldt y lagarto gruñidor en peligro;Diario Sustentable;https://www.diariosustentable.com/2025/10/pinguino-de-humboldt-lagarto-grunidor-y-plantas-endemicas-de-juan-fernandez-aumentan-su-riesgo-de-extincion-en-chile/;0;1;1;1;No
216;216 - Spheniscus humboldti;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Especies en riesgo: pingüino de Humboldt, lagarto de Álvaro y plantas de Juan Fernández en alerta;El Mostrador;https://www.elmostrador.cl/agenda-pais/agenda-sustentable/2025/10/28/especies-en-riesgo-pinguino-de-humboldt-lagarto-de-alvaro-y-plantas-de-juan-fernandez-en-alerta/;0;1;1;1;No
216;216 - Spheniscus humboldti;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Consejo de Ministros declara al pingüino de Humboldt como Monumento Natural para aumentar su protección;MMA – Ministerio del Medio Ambiente;https://mma.gob.cl/consejo-de-ministros-declara-al-pinguino-de-humboldt-como-monumento-natural-para-aumentar-su-proteccion/;1;1;1;1;No
216;216 - Spheniscus humboldti;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Bucea como un profesional, pero tiene el corazón frágil: los 4 datos sobre el pingüino de Humboldt;nationalgeographicla.com;https://www.nationalgeographicla.com/animales/2026/01/bucea-como-un-profesional-pero-tiene-el-corazon-fragil-los-4-datos-sobre-el-pinguino-de-humboldt;1;1;1;1;No
216;216 - Spheniscus humboldti;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Pingüino de Humboldt en peligro de extinción: el 80% de la población mundial de esta especie habita en Chile.;greenpeace.org;https://www.greenpeace.org/chile/noticia/issues/oceanos/pinguino-de-humboldt-en-peligro-de-extincion-el-80-de-la-poblacion-mundial-de-esta-especie-habita-en-chile/;0;1;1;1;No
216;216 - Spheniscus humboldti;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Chile inicia proceso para declarar Monumento Natural al pingüino de Humboldt;ELPINGUINO.COM;https://elpinguino.com/noticia/2026/01/23/chile-inicia-proceso-para-declarar-monumento-natural-al-pinguino-de-humboldt;1;1;1;1;No
216;216 - Spheniscus humboldti;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Reactivan permiso ambiental de Dominga mientras crece incertidumbre por protección del pingüino de Humboldt;Ladera Sur;https://laderasur.com/articulo/reactivan-permiso-ambiental-de-dominga-mientras-crece-incertidumbre-por-proteccion-del-pinguino-de-humboldt/;1;1;1;1;No
216;216 - Spheniscus humboldti;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Declaran al pingüino de Humboldt como Monumento Natural de especie en todo Chile;Universidad de Chile;https://radio.uchile.cl/2026/02/14/declaran-al-pinguino-de-humboldt-como-monumento-natural-de-especie-en-todo-chile/;1;1;1;1;No
216;216 - Spheniscus humboldti;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Pingüino de Humboldt ya es Monumento Natural en Chile;Identidad y Futuro;https://identidadyfuturo.cl/2026/03/12/pinguino-de-humboldt-monumento-natural-chile/;1;1;1;1;No
216;216 - Spheniscus humboldti;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Especialistas UdeC analizan impacto ambiental que pone en riesgo al pingüino de Humboldt;Noticias UdeC;https://noticias.udec.cl/especialistas-udec-analizan-impacto-ambiental-que-pone-en-riesgo-al-pinguino-de-humboldt/;1;1;1;1;No
216;216 - Spheniscus humboldti;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Uno de los últimos refugios del Pingüino de Humboldt que debes visitar el 2026;Chile Travel;https://chile.travel/blog/uno-de-los-ultimos-refugios-del-pinguino-de-humboldt-que-debes-visitar-el-2026/;0;1;1;1;No
216;216 - Spheniscus humboldti;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Contra ranita de Darwin, pingüino de Humboldt y áreas protegidas: Kast defiende retiro de 43 decretos medioambientales;Interferencia |;https://interferencia.cl/articulos/contra-ranita-de-darwin-pinguino-de-humboldt-y-areas-protegidas-kast-defiende-retiro-de-43;0;1;1;1;No
216;216 - Spheniscus humboldti;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;El pingüino de Humboldt es declarado Monumento Natural de Chile;ELPINGUINO.COM;https://www.elpinguino.com/noticia/2026/02/16/el-pinguino-de-humboldt-es-declarado-monumento-natural-de-chile;1;1;1;1;No
216;216 - Spheniscus humboldti;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;"Oceana: Los pingüinos de Humboldt ""están en peligro"", no tienen el mismo tiempo que los gobiernos";Universidad de Chile;https://radio.uchile.cl/2026/03/19/oceana-los-pinguinos-de-humboldt-estan-en-peligro-no-tienen-el-mismo-tiempo-que-los-gobiernos/;0;1;1;1;No
216;216 - Spheniscus humboldti;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;"Experto advierte qué pasaría si se extingue el pingüino de Humboldt: ""Sería un tremendo impacto""";BioBioChile;https://www.biobiochile.cl/noticias/ciencia-y-tecnologia/medio-ambiente-cyt/2026/03/18/experto-advierte-que-pasaria-si-se-extingue-el-pinguino-de-humboldt-seria-un-tremendo-impacto.shtml;1;1;1;1;No
216;216 - Spheniscus humboldti;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Pingüino de Humboldt pasa a “en peligro” en Chile y alerta a especialistas;ELPINGUINO.COM;https://elpinguino.com/noticia/2025/10/24/pinguino-de-humboldt-pasa-a-en-peligro-en-chile-y-alerta-a-especialistas;1;1;1;1;No
216;216 - Spheniscus humboldti;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;¡Últimos días! El pingüino de Humboldt necesita tu ayuda: Así puedes apoyar su declaratoria como Monumento Natural de Chile;Ladera Sur;https://laderasur.com/articulo/ultimos-dias-el-pinguino-de-humboldt-necesita-tu-ayuda-asi-puedes-apoyar-su-declaratoria-como-monumento-natural-de-chile/;1;1;1;1;No
216;216 - Spheniscus humboldti;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;Declaran al pingüino de Humboldt como Monumento Natural: ¿qué implica esta categoría?;Teletrece;https://www.t13.cl/noticia/nacional/declaran-al-pinguino-humboldt-como-monumento-natural-implica-esta-categoria-15-2-2026;1;1;1;1;No
216;216 - Spheniscus humboldti;Spheniscus humboldti;pingüino de Humboldt, pingüino, pájaro niño, patranka, Humboldt Penguin (inglés), Peruvian penguin (inglés);Aves;EN;"Experto y retiro de decreto que protegía al pingüino de Humboldt: ""argumentos eran bastante sólidos""";BioBioChile;https://www.biobiochile.cl/noticias/ciencia-y-tecnologia/medio-ambiente-cyt/2026/03/17/experto-y-retiro-de-decreto-que-protegia-al-pinguino-de-humboldt-argumentos-eran-bastante-solidos.shtml;1;1;1;1;No
